State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temperature_Avg,Temperature_Min,Temperature_Max,Rainfall_Precipitation,Relative_Humidity,Solar_Radiation,Wind_Speed,Soil_Moisture,Yield_kg_per_ha
Tamil Nadu,ARIYALUR,1997,Rabi,Moong(Green Gram),9801,8670,26.3,21.21,31.39,447.86,78.47,18.47,10.94,29.26,884.6036118763392
Tamil Nadu,ARIYALUR,1997,Rabi,Urad,3650,4080,26.3,21.21,31.39,447.86,78.47,18.47,10.94,29.26,1117.8082191780825
Tamil Nadu,ARIYALUR,1997,Rabi,Cotton(lint),1504,2425,26.3,21.21,31.39,447.86,78.47,18.47,10.94,29.26,1612.3670212765958
Tamil Nadu,ARIYALUR,1997,Rabi,Ragi,13902,10456,26.3,21.21,31.39,447.86,78.47,18.47,10.94,29.26,752.1219968349877
Tamil Nadu,ARIYALUR,1997,Whole Year,Sugarcane,36170,3236851,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,89489.93641139065
Tamil Nadu,ARIYALUR,1997,Whole Year,Banana,4615,149389,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,32370.314192849404
Tamil Nadu,ARIYALUR,1997,Whole Year,Tapioca,14762,30313,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,2053.448042270695
Tamil Nadu,ARIYALUR,1997,Whole Year,Coconut,15489,34462,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,2224.933824004132
Tamil Nadu,ARIYALUR,1997,Whole Year,Cashewnut,8508,14426,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,1695.5806299952983
Tamil Nadu,ARIYALUR,1997,Whole Year,Turmeric,785,1923,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,2449.6815286624205
Tamil Nadu,ARIYALUR,1997,Whole Year,Onion,16582,23058,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,1390.5439633337353
Tamil Nadu,ARIYALUR,1997,Whole Year,Dry chillies,4200,3223,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,767.3809523809524
Tamil Nadu,ARIYALUR,1997,Whole Year,Coriander,18148,57388,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,3162.2217324223056
Tamil Nadu,ARIYALUR,1997,Whole Year,Castor seed,16898,19433,30.5,23.5,37.5,825.75,70.0,21.87,13.81,25.0,1150.0177535803057
Tamil Nadu,ARIYALUR,1997,Summer,Rice,115641,486305,34.42,26.27,42.57,76.71,48.28,22.4,7.11,13.86,4205.2991586029175
Tamil Nadu,ARIYALUR,1997,Summer,Groundnut,17719,35779,34.42,26.27,42.57,76.71,48.28,22.4,7.11,13.86,2019.244878379141
Tamil Nadu,ARIYALUR,1997,Summer,Sesamum,369,725,34.42,26.27,42.57,76.71,48.28,22.4,7.11,13.86,1964.769647696477
Tamil Nadu,ARIYALUR,1997,Summer,Sunflower,2795,4257,34.42,26.27,42.57,76.71,48.28,22.4,7.11,13.86,1523.076923076923
Tamil Nadu,ARIYALUR,1997,Summer,Black gram,9445,27275,34.42,26.27,42.57,76.71,48.28,22.4,7.11,13.86,2887.771307570143
Tamil Nadu,ARIYALUR,1998,Kharif,Rice,144482,427158,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,2956.479007765673
Tamil Nadu,ARIYALUR,1998,Kharif,Maize,15633,33879,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,2167.146421032432
Tamil Nadu,ARIYALUR,1998,Kharif,Groundnut,6273,9787,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,1560.1785429619
Tamil Nadu,ARIYALUR,1998,Kharif,Jowar,3358,6431,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,1915.12805241215
Tamil Nadu,ARIYALUR,1998,Kharif,Bajra,11686,34321,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,2936.9330823207256
Tamil Nadu,ARIYALUR,1998,Kharif,Ragi,7337,17984,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,2451.138067329972
Tamil Nadu,ARIYALUR,1998,Kharif,Moong(Green Gram),3742,3747,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,1001.336183858899
Tamil Nadu,ARIYALUR,1998,Kharif,Urad,2242,1767,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,788.1355932203389
Tamil Nadu,ARIYALUR,1998,Kharif,Cotton(lint),17336,11622,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,670.3968620212275
Tamil Nadu,ARIYALUR,1998,Kharif,Sunflower,14740,23536,31.21,24.85,37.57,438.69,75.72,18.16,13.67,22.03,1596.74355495251
Tamil Nadu,ARIYALUR,1998,Rabi,Rice,62321,185053,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,2969.3522247717465
Tamil Nadu,ARIYALUR,1998,Rabi,Gram,11101,10415,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,938.203765426538
Tamil Nadu,ARIYALUR,1998,Rabi,Groundnut,30095,51554,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,1713.0420335603922
Tamil Nadu,ARIYALUR,1998,Rabi,Maize,42965,202052,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,4702.71150936809
Tamil Nadu,ARIYALUR,1998,Rabi,Bajra,15269,51622,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,3380.8369899796976
Tamil Nadu,ARIYALUR,1998,Rabi,Jowar,10896,9929,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,911.2518355359764
Tamil Nadu,ARIYALUR,1998,Rabi,Moong(Green Gram),20239,8514,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,420.67295815010624
Tamil Nadu,ARIYALUR,1998,Rabi,Urad,824,452,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,548.5436893203884
Tamil Nadu,ARIYALUR,1998,Rabi,Cotton(lint),22133,14972,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,676.4559707224506
Tamil Nadu,ARIYALUR,1998,Rabi,Ragi,6551,19377,26.53,20.21,32.84,357.51,80.61,15.47,8.87,25.81,2957.8690276293696
Tamil Nadu,ARIYALUR,1998,Whole Year,Sugarcane,26015,2420574,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,93045.32000768789
Tamil Nadu,ARIYALUR,1998,Whole Year,Banana,4310,126028,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,29240.835266821345
Tamil Nadu,ARIYALUR,1998,Whole Year,Tapioca,18235,44340,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,2431.5876062517136
Tamil Nadu,ARIYALUR,1998,Whole Year,Coconut,9924,21024,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,2118.500604594921
Tamil Nadu,ARIYALUR,1998,Whole Year,Cashewnut,5682,3564,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,627.2439281942978
Tamil Nadu,ARIYALUR,1998,Whole Year,Turmeric,19845,65071,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,3278.9619551524315
Tamil Nadu,ARIYALUR,1998,Whole Year,Onion,524,1886,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,3599.236641221374
Tamil Nadu,ARIYALUR,1998,Whole Year,Dry chillies,16962,50938,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,3003.065676217427
Tamil Nadu,ARIYALUR,1998,Whole Year,Coriander,14410,22139,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,1536.3636363636365
Tamil Nadu,ARIYALUR,1998,Whole Year,Castor seed,17938,43186,30.5,23.5,37.5,1056.8,70.0,20.64,10.64,25.0,2407.51477310737
Tamil Nadu,ARIYALUR,1998,Summer,Rice,84437,404845,33.42,27.0,39.83,67.37,54.95,24.18,7.5,16.92,4794.63979061312
Tamil Nadu,ARIYALUR,1998,Summer,Groundnut,58402,144943,33.42,27.0,39.83,67.37,54.95,24.18,7.5,16.92,2481.8156912434506
Tamil Nadu,ARIYALUR,1998,Summer,Sesamum,7541,11624,33.42,27.0,39.83,67.37,54.95,24.18,7.5,16.92,1541.440127304071
Tamil Nadu,ARIYALUR,1998,Summer,Sunflower,16346,53114,33.42,27.0,39.83,67.37,54.95,24.18,7.5,16.92,3249.357641013092
Tamil Nadu,ARIYALUR,1998,Summer,Black gram,15928,41921,33.42,27.0,39.83,67.37,54.95,24.18,7.5,16.92,2631.9060773480664
Tamil Nadu,ARIYALUR,1999,Kharif,Rice,129180,388994,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,3011.255612323889
Tamil Nadu,ARIYALUR,1999,Kharif,Maize,29137,63524,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,2180.1832721282217
Tamil Nadu,ARIYALUR,1999,Kharif,Groundnut,16919,32938,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1946.805366747444
Tamil Nadu,ARIYALUR,1999,Kharif,Jowar,13738,22693,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1651.8416072208472
Tamil Nadu,ARIYALUR,1999,Kharif,Bajra,15029,16896,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1124.2264954421453
Tamil Nadu,ARIYALUR,1999,Kharif,Ragi,1221,2686,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,2199.8361998362
Tamil Nadu,ARIYALUR,1999,Kharif,Moong(Green Gram),27534,31358,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1138.8828357666885
Tamil Nadu,ARIYALUR,1999,Kharif,Urad,29399,16601,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,564.6790707166911
Tamil Nadu,ARIYALUR,1999,Kharif,Cotton(lint),2213,4019,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1816.086760054225
Tamil Nadu,ARIYALUR,1999,Kharif,Sunflower,7010,7343,31.14,24.48,37.79,366.43,77.85,20.89,16.76,21.35,1047.5035663338087
Tamil Nadu,ARIYALUR,1999,Rabi,Rice,89296,353719,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,3961.196470166637
Tamil Nadu,ARIYALUR,1999,Rabi,Gram,36420,36873,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,1012.4382207578252
Tamil Nadu,ARIYALUR,1999,Rabi,Groundnut,26480,44452,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,1678.700906344411
Tamil Nadu,ARIYALUR,1999,Rabi,Maize,1686,3862,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,2290.628706998814
Tamil Nadu,ARIYALUR,1999,Rabi,Bajra,15951,38732,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,2428.1863206068583
Tamil Nadu,ARIYALUR,1999,Rabi,Jowar,8429,16411,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,1946.9687981967015
Tamil Nadu,ARIYALUR,1999,Rabi,Moong(Green Gram),15941,12936,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,811.4923781444076
Tamil Nadu,ARIYALUR,1999,Rabi,Urad,14452,13945,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,964.9183504013286
Tamil Nadu,ARIYALUR,1999,Rabi,Cotton(lint),18304,11824,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,645.979020979021
Tamil Nadu,ARIYALUR,1999,Rabi,Ragi,838,1955,27.25,22.44,32.06,400.66,84.47,16.58,13.83,31.51,2332.9355608591886
Tamil Nadu,ARIYALUR,1999,Whole Year,Sugarcane,18280,1825271,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,99850.71115973742
Tamil Nadu,ARIYALUR,1999,Whole Year,Banana,13438,475367,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,35374.832564369695
Tamil Nadu,ARIYALUR,1999,Whole Year,Tapioca,3408,2467,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,723.8849765258216
Tamil Nadu,ARIYALUR,1999,Whole Year,Coconut,1740,4328,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,2487.3563218390805
Tamil Nadu,ARIYALUR,1999,Whole Year,Cashewnut,17378,11094,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,638.3933709287605
Tamil Nadu,ARIYALUR,1999,Whole Year,Turmeric,2530,7130,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,2818.181818181818
Tamil Nadu,ARIYALUR,1999,Whole Year,Onion,12943,35478,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,2741.0955728965464
Tamil Nadu,ARIYALUR,1999,Whole Year,Dry chillies,16217,46842,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,2888.450391564408
Tamil Nadu,ARIYALUR,1999,Whole Year,Coriander,6792,21037,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,3097.3203769140164
Tamil Nadu,ARIYALUR,1999,Whole Year,Castor seed,17345,33614,30.5,23.5,37.5,1043.48,70.0,20.18,9.95,25.0,1937.9648313635053
Tamil Nadu,ARIYALUR,1999,Summer,Rice,21107,102889,33.92,26.9,40.94,107.91,58.23,25.47,8.82,17.45,4874.638745439902
Tamil Nadu,ARIYALUR,1999,Summer,Groundnut,20982,49838,33.92,26.9,40.94,107.91,58.23,25.47,8.82,17.45,2375.274044419026
Tamil Nadu,ARIYALUR,1999,Summer,Sesamum,16078,15155,33.92,26.9,40.94,107.91,58.23,25.47,8.82,17.45,942.5923622341088
Tamil Nadu,ARIYALUR,1999,Summer,Sunflower,18542,41527,33.92,26.9,40.94,107.91,58.23,25.47,8.82,17.45,2239.6181641678354
Tamil Nadu,ARIYALUR,1999,Summer,Black gram,5968,9737,33.92,26.9,40.94,107.91,58.23,25.47,8.82,17.45,1631.534852546917
Tamil Nadu,ARIYALUR,2000,Kharif,Rice,105318,454058,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,4311.304810193889
Tamil Nadu,ARIYALUR,2000,Kharif,Maize,3985,19207,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,4819.824341279799
Tamil Nadu,ARIYALUR,2000,Kharif,Groundnut,21032,30704,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,1459.8706732597946
Tamil Nadu,ARIYALUR,2000,Kharif,Jowar,10229,9504,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,929.1230814351354
Tamil Nadu,ARIYALUR,2000,Kharif,Bajra,1695,4633,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,2733.333333333333
Tamil Nadu,ARIYALUR,2000,Kharif,Ragi,1751,5904,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,3371.787549971445
Tamil Nadu,ARIYALUR,2000,Kharif,Moong(Green Gram),35058,42647,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,1216.4698499629185
Tamil Nadu,ARIYALUR,2000,Kharif,Urad,15705,7417,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,472.2699777141038
Tamil Nadu,ARIYALUR,2000,Kharif,Cotton(lint),12346,20574,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,1666.4506722825206
Tamil Nadu,ARIYALUR,2000,Kharif,Sunflower,399,722,29.09,23.26,34.92,426.68,76.01,21.82,10.66,29.34,1809.5238095238096
Tamil Nadu,ARIYALUR,2000,Rabi,Rice,24853,100897,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,4059.751337866656
Tamil Nadu,ARIYALUR,2000,Rabi,Gram,33784,25388,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,751.4799905280606
Tamil Nadu,ARIYALUR,2000,Rabi,Groundnut,13586,40741,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,2998.7487119093184
Tamil Nadu,ARIYALUR,2000,Rabi,Maize,3382,22330,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,6602.602010644589
Tamil Nadu,ARIYALUR,2000,Rabi,Bajra,1843,4085,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,2216.494845360825
Tamil Nadu,ARIYALUR,2000,Rabi,Jowar,11732,31494,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,2684.4527787248558
Tamil Nadu,ARIYALUR,2000,Rabi,Moong(Green Gram),19148,20523,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,1071.8090662210152
Tamil Nadu,ARIYALUR,2000,Rabi,Urad,35197,40087,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,1138.9322953660824
Tamil Nadu,ARIYALUR,2000,Rabi,Cotton(lint),9467,6096,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,643.920988697581
Tamil Nadu,ARIYALUR,2000,Rabi,Ragi,12620,11430,27.49,22.22,32.77,344.79,80.58,18.63,9.06,33.55,905.7052297939778
Tamil Nadu,ARIYALUR,2000,Whole Year,Sugarcane,29511,2952029,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,100031.479787198
Tamil Nadu,ARIYALUR,2000,Whole Year,Banana,9836,295816,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,30074.82716551444
Tamil Nadu,ARIYALUR,2000,Whole Year,Tapioca,18428,49025,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,2660.3538094204478
Tamil Nadu,ARIYALUR,2000,Whole Year,Coconut,15117,42582,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,2816.8287358602897
Tamil Nadu,ARIYALUR,2000,Whole Year,Cashewnut,8269,22693,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,2744.346353851736
Tamil Nadu,ARIYALUR,2000,Whole Year,Turmeric,12826,23359,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,1821.2225167628253
Tamil Nadu,ARIYALUR,2000,Whole Year,Onion,15356,28722,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,1870.4089606668404
Tamil Nadu,ARIYALUR,2000,Whole Year,Dry chillies,1414,4833,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,3417.963224893918
Tamil Nadu,ARIYALUR,2000,Whole Year,Coriander,20196,48620,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,2407.4074074074074
Tamil Nadu,ARIYALUR,2000,Whole Year,Castor seed,15732,19187,30.5,23.5,37.5,896.24,70.0,19.97,9.29,25.0,1219.6160691584032
Tamil Nadu,ARIYALUR,2000,Summer,Rice,131721,530563,32.07,25.94,38.2,105.11,56.43,24.64,9.79,12.53,4027.930246505872
Tamil Nadu,ARIYALUR,2000,Summer,Groundnut,34998,64183,32.07,25.94,38.2,105.11,56.43,24.64,9.79,12.53,1833.9047945596888
Tamil Nadu,ARIYALUR,2000,Summer,Sesamum,9935,30200,32.07,25.94,38.2,105.11,56.43,24.64,9.79,12.53,3039.7584297936587
Tamil Nadu,ARIYALUR,2000,Summer,Sunflower,11642,25423,32.07,25.94,38.2,105.11,56.43,24.64,9.79,12.53,2183.7313176430166
Tamil Nadu,ARIYALUR,2000,Summer,Black gram,2938,2056,32.07,25.94,38.2,105.11,56.43,24.64,9.79,12.53,699.7957794417971
Tamil Nadu,ARIYALUR,2001,Kharif,Rice,95739,258451,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,2699.537283656608
Tamil Nadu,ARIYALUR,2001,Kharif,Maize,17748,81577,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,4596.40522875817
Tamil Nadu,ARIYALUR,2001,Kharif,Groundnut,56988,105821,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,1856.8996981820733
Tamil Nadu,ARIYALUR,2001,Kharif,Jowar,8411,22038,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,2620.140292474141
Tamil Nadu,ARIYALUR,2001,Kharif,Bajra,2964,9272,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,3128.2051282051284
Tamil Nadu,ARIYALUR,2001,Kharif,Ragi,8725,29004,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,3324.2406876790837
Tamil Nadu,ARIYALUR,2001,Kharif,Moong(Green Gram),20930,11473,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,548.1605351170568
Tamil Nadu,ARIYALUR,2001,Kharif,Urad,4767,2556,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,536.1862806796728
Tamil Nadu,ARIYALUR,2001,Kharif,Cotton(lint),7505,6599,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,879.2804796802131
Tamil Nadu,ARIYALUR,2001,Kharif,Sunflower,11437,11423,29.01,23.3,34.73,438.01,68.11,18.2,17.55,27.62,998.775902771706
Tamil Nadu,ARIYALUR,2001,Rabi,Rice,27576,79485,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,2882.39773716275
Tamil Nadu,ARIYALUR,2001,Rabi,Gram,4626,3459,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,747.7302204928664
Tamil Nadu,ARIYALUR,2001,Rabi,Groundnut,28185,68846,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,2442.646797942168
Tamil Nadu,ARIYALUR,2001,Rabi,Maize,35431,90960,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,2567.2433744461064
Tamil Nadu,ARIYALUR,2001,Rabi,Bajra,1507,2219,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,1472.4618447246185
Tamil Nadu,ARIYALUR,2001,Rabi,Jowar,3521,4237,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,1203.3513206475434
Tamil Nadu,ARIYALUR,2001,Rabi,Moong(Green Gram),23160,16896,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,729.5336787564767
Tamil Nadu,ARIYALUR,2001,Rabi,Urad,2104,1367,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,649.7148288973384
Tamil Nadu,ARIYALUR,2001,Rabi,Cotton(lint),14644,16590,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,1132.887189292543
Tamil Nadu,ARIYALUR,2001,Rabi,Ragi,9404,11954,26.45,21.11,31.8,352.14,82.06,17.07,9.91,28.17,1271.161207996597
Tamil Nadu,ARIYALUR,2001,Whole Year,Sugarcane,3040,247999,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,81578.61842105263
Tamil Nadu,ARIYALUR,2001,Whole Year,Banana,2105,93344,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,44343.94299287411
Tamil Nadu,ARIYALUR,2001,Whole Year,Tapioca,13009,26807,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,2060.650319009916
Tamil Nadu,ARIYALUR,2001,Whole Year,Coconut,10879,27807,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,2556.025369978858
Tamil Nadu,ARIYALUR,2001,Whole Year,Cashewnut,5741,9624,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,1676.3630029611566
Tamil Nadu,ARIYALUR,2001,Whole Year,Turmeric,7055,23133,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,3278.951098511694
Tamil Nadu,ARIYALUR,2001,Whole Year,Onion,1970,1916,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,972.5888324873096
Tamil Nadu,ARIYALUR,2001,Whole Year,Dry chillies,3339,5142,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,1539.9820305480682
Tamil Nadu,ARIYALUR,2001,Whole Year,Coriander,1688,3926,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,2325.829383886256
Tamil Nadu,ARIYALUR,2001,Whole Year,Castor seed,2650,4987,30.5,23.5,37.5,1063.25,70.0,21.67,10.37,25.0,1881.8867924528304
Tamil Nadu,ARIYALUR,2001,Summer,Rice,111490,356490,31.89,25.41,38.36,93.44,58.11,25.41,9.78,10.88,3197.5065028253657
Tamil Nadu,ARIYALUR,2001,Summer,Groundnut,59514,118958,31.89,25.41,38.36,93.44,58.11,25.41,9.78,10.88,1998.823806163256
Tamil Nadu,ARIYALUR,2001,Summer,Sesamum,13719,15439,31.89,25.41,38.36,93.44,58.11,25.41,9.78,10.88,1125.3735695021503
Tamil Nadu,ARIYALUR,2001,Summer,Sunflower,8527,11356,31.89,25.41,38.36,93.44,58.11,25.41,9.78,10.88,1331.769672804034
Tamil Nadu,ARIYALUR,2001,Summer,Black gram,5010,11408,31.89,25.41,38.36,93.44,58.11,25.41,9.78,10.88,2277.045908183633
Tamil Nadu,ARIYALUR,2002,Kharif,Rice,73728,126424,30.17,23.77,36.57,180.28,63.71,22.82,17.14,19.18,1714.7352430555557
Tamil Nadu,ARIYALUR,2002,Kharif,Maize,45866,133172,30.17,23.77,36.57,180.28,63.71,22.82,17.14,19.18,2903.501504382331
Tamil Nadu,ARIYALUR,2002,Kharif,Groundnut,46841,72795,30.17,23.77,36.57,180.28,63.71,22.82,17.14,19.18,1554.087231271749
